name,TotalRunTime,average_net_length,clb_blocks,critical_path,io_blocks,packing_time,placement_time,routing_time,total_logic_block_area,total_routing_area,total_routing_time,total_wire_length
00_and2_MIN_ROUTE_CHAN_WIDTH,56,3.66667,1,1.05281e-09,3,0.00,0.00,0.00,53894,23477.2,0.0,11
